state,plant_name,city,legacy_impoundment_flag,compliance_website,region,coal_rank,coal_type_raw,liner_status,impoundment_status,county_population,county_median_income,county_poverty_rate_pct,coal_burned_tons_2024,n_ponds_assessed,coal_rank_source,coal_rank_note,liner_status_source
Massachusetts,Mt. Tom Station Power Plant,Holyoke,Yes (2),https://www.engie-na.com/project-page/?project=mt-tom-generating-llc,Northeast,,,,,,,,,3.0,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Massachusetts,Brayton Point,Somerset,No,https://www.cdcco.com/ccr/brayton-point/,Northeast,,,,,,,,,,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Michigan,Former Harbor Beach Power Plant,Harbor Beach,Yes (1),https://www.ccrsites.com/harbor-beach,Midwest,Subbituminous,,,,,,,,,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Michigan,Morrow,Comstock Township,Yes (1),https://www.morrowacquisitioncompany.com/,Midwest,Subbituminous,,,,,,,,,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Michigan,B C Cobb,Muskegon,No,https://merg-ccrrule.com/,Midwest,Subbituminous,,,,,,,,,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Michigan,Belle River,China Twp,No,https://www.dteenergy.com/us/en/residential/community-and-news/environment/Coal-Combustion-Residual-Rule-Compliance-Data-and-Information.html,Midwest,Subbituminous,,,,,,,,,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Michigan,Dan E Karn,Essexville,No,https://www.consumersenergy.com/community/sustainability/environment/waste-management/coal-combustion-residuals,Midwest,Subbituminous,,,,,,,,,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Michigan,Erickson Station,Lansing,No,https://www.lbwl.com/ccr-rule-compliance-data-and-information,Midwest,Subbituminous,,,,,,,,1.0,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Michigan,J.B. Sims Plant,Grand Haven,No,https://renewharborisland.org/,Midwest,Subbituminous,,,,,,,,,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Michigan,J C Weadock,Essexville,No,https://www.consumersenergy.com/community/sustainability/environment/waste-management/coal-combustion-residuals,Midwest,Subbituminous,,,,,,,,,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Michigan,J H Campbell,West Olive,No,https://www.consumersenergy.com/community/sustainability/environment/waste-management/coal-combustion-residuals,Midwest,Subbituminous,,,,,,,,,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Michigan,J R Whiting,Erie,No,https://www.consumersenergy.com/community/sustainability/environment/waste-management/coal-combustion-residuals,Midwest,Subbituminous,,,,,,,,4.0,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Michigan,James De Young,Holland,No,https://hollandbpw.com/en/about-us/publications,Midwest,Subbituminous,,,,,,,,,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Michigan,Monroe,Monroe,No,https://www.dteenergy.com/us/en/residential/community-and-news/environment/Coal-Combustion-Residual-Rule-Compliance-Data-and-Information.html,Midwest,Subbituminous,,,,,,,,2.0,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Michigan,Presque Isle,Marquette,No,https://www.we-energies.com/environment/coal-combustion,Midwest,Subbituminous,,,,,,,,,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Michigan,River Rouge,River Rouge,No,https://www.dteenergy.com/us/en/residential/community-and-news/environment/Coal-Combustion-Residual-Rule-Compliance-Data-and-Information.html,Midwest,Subbituminous,,,,,,,,,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Michigan,Shiras,Marquette,No,https://mblp.org/public-notices/#compliance,Midwest,Subbituminous,,,,,,,,,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Michigan,St Clair,East China Twp,No,https://www.dteenergy.com/us/en/residential/community-and-news/environment/Coal-Combustion-Residual-Rule-Compliance-Data-and-Information.html,Midwest,Subbituminous,,,,,,,,,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Michigan,Trenton Channel,Trenton,No,https://www.dteenergy.com/us/en/residential/community-and-news/environment/Coal-Combustion-Residual-Rule-Compliance-Data-and-Information.html,Midwest,Subbituminous,,,,,,,,,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Minnesota,Austin Northeast,Austin,Not indicated,https://www.austinutilities.com/pages/CCRRule/,Midwest,Subbituminous,,,,,,,,,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Minnesota,Black Dog,Burnsville,Not indicated,https://corporate.my.xcelenergy.com/s/energy/sources/coal/coal-ash-management,Midwest,Subbituminous,,,,,,,,1.0,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Minnesota,Clay Boswell,Cohasset,Not indicated,https://mp-ccr.azurewebsites.net/Home/Boswell,Midwest,Subbituminous,,,,,,,,6.0,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Minnesota,Fox Lake,Sherburn,Not indicated,https://www.cdcco.com/ccr/fox-lake/,Midwest,Subbituminous,,,,,,,,,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Minnesota,General Waste Industrial Landfill,Keewatin,Not indicated,https://ccr-dem-con.com/,Midwest,Subbituminous,,,,,,,,,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Minnesota,Hoot Lake,Fergus Falls,Not indicated,http://www.ccr-hlp.net/,Midwest,Subbituminous,,,,,,,,,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Minnesota,Sherburne County (SHERCO),Becker,Not indicated,https://corporate.my.xcelenergy.com/s/energy/sources/coal/coal-ash-management,Midwest,Subbituminous,,,,,,,,,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Minnesota,Syl Laskin,Hoyt Lakes,Not indicated,https://mp-ccr.azurewebsites.net/Home/Laskin,Midwest,Subbituminous,,,,,,,,2.0,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Minnesota,Taconite Harbor,Schroeder,Not indicated,https://mp-ccr.azurewebsites.net/Home/TaconiteHarbor,Midwest,Subbituminous,,,,,,,,,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Minnesota,A.S. King,Bayport,Not indicated,https://corporate.my.xcelenergy.com/s/energy/sources/coal/coal-ash-management,Midwest,Subbituminous,,,,,,,,,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Minnesota,High Bridge,St. Paul,Not indicated,https://corporate.my.xcelenergy.com/s/energy/sources/coal/coal-ash-management,Midwest,Subbituminous,,,,,,,,,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Minnesota,Red Wing,Red Wing,Not indicated,https://corporate.my.xcelenergy.com/s/energy/sources/coal/coal-ash-management,Midwest,Subbituminous,,,,,,,,,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Minnesota,Riverside,Minneapolis,Not indicated,https://corporate.my.xcelenergy.com/s/energy/sources/coal/coal-ash-management,Midwest,Subbituminous,,,,,,,,,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Minnesota,Wilmarth,Mankato,Not indicated,https://corporate.my.xcelenergy.com/s/energy/sources/coal/coal-ash-management,Midwest,Subbituminous,,,,,,,,,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Mississippi,Jack Watson,Gulfport,Not indicated,https://www.mississippipower.com/about-energy/plants/plant-watson,South,Lignite,,,,,,,,1.0,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Mississippi,R D Morrow,Purvis,Not indicated,https://cooperativeenergy.com/pages/energy-resources/,South,Lignite,,,,,,,,,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Mississippi,Red Hills Generating Facility,Ackerman,Not indicated,https://cglplllpccr.com/,South,Lignite,,,,,,,,,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Mississippi,Victor J Daniel Jr,Escatawpa,Not indicated,https://www.mississippipower.com/about-energy/plants/plant-daniel,South,Lignite,,,,,,,,,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Missouri,Asbury,Asbury,Not indicated,https://central.libertyutilities.com/all/residential/compliance/asbury-ccr-residential-central-liberty.html,Midwest,Subbituminous,,,,,,,,3.0,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Missouri,Blue Valley,Independence,Not indicated,https://www.independencemo.gov/government/city-departments/power-and-light/ccr-rule-compliance,Midwest,Subbituminous,,,,,,,,3.0,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Missouri,Columbia (MO),Columbia,Not indicated,https://www.como.gov/utilities/coal-combustion/,Midwest,Subbituminous,,,,,,,,,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Missouri,Iatan,Weston,Not indicated,https://www.evergy.com/ccr,Midwest,Subbituminous,,,,,,,,,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Missouri,James River Power Station,Springfield,Not indicated,https://www.cityutilities.net/322/Coal-Combustion-Residuals-CCR,Midwest,Subbituminous,,,,,,,,,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Missouri,John Twitty Energy Center,Springfield,Not indicated,https://www.cityutilities.net/322/Coal-Combustion-Residuals-CCR,Midwest,Subbituminous,,,,,,,,2.0,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Missouri,Labadie,Labadie,Not indicated,https://www.ameren.com/company/environment-and-sustainability/managing-coal-combustion/ccr-compliance-reports/labadie-energy-center,Midwest,Subbituminous,,,,,,,,2.0,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Missouri,Meramec,St. Louis,Not indicated,https://www.ameren.com/company/environment-and-sustainability/managing-coal-combustion/ccr-compliance-reports/meramec-energy-center,Midwest,Subbituminous,,,,,,,,7.0,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Missouri,Missouri City,Missouri City,Not indicated,https://www.independencemo.gov/government/city-departments/power-and-light/ccr-rule-compliance,Midwest,Subbituminous,,,,,,,,,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Missouri,Montrose,Clinton,Not indicated,https://www.evergy.com/ccr,Midwest,Subbituminous,,,,,,,,2.0,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Missouri,New Madrid,New Madrid,Not indicated,https://www.aeci.org/responsible/ccr,Midwest,Subbituminous,,,,,,,,4.0,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Missouri,Rush Island,Festus,Not indicated,https://www.ameren.com/company/environment-and-sustainability/managing-coal-combustion/ccr-compliance-reports/rush-island-energy-center,Midwest,Subbituminous,,,,,,,,1.0,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Missouri,Sibley,Sibley,Not indicated,https://www.evergy.com/ccr,Midwest,Subbituminous,,,,,,,,2.0,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Missouri,Sikeston Power Station,Sikeston,Not indicated,http://www.sikestonpower.com,Midwest,Subbituminous,,,,,,,,2.0,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Missouri,Sioux,West Alton,Not indicated,https://www.ameren.com/company/environment-and-sustainability/managing-coal-combustion/ccr-compliance-reports/sioux-energy-center,Midwest,Subbituminous,,,,,,,,2.0,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Missouri,Thomas Hill,Clifton Hill,Not indicated,https://www.aeci.org/responsible/ccr,Midwest,Subbituminous,,,,,,,,,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Montana,J.E. Corette Plant,Billings,Yes (1),https://www.talenenergy.com/ccr-corette/,West,Subbituminous,,,,,,,,,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Montana,Colstrip Steam Electric Station,Colstrip,No,https://www.talenenergy.com/ccr-colstrip/,West,Subbituminous,,,,,,,,,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Montana,Rosebud Power Plant,Colstrip,No,https://celpccr.com/,West,Subbituminous,,,,,,,,,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Montana,Lewis & Clark,Richland,No,https://www.montana-dakota.com/energy-efficiency/ccr-rule/lewis-clark-station/,West,Subbituminous,,,,,,,,,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Nebraska,Gerald Gentleman,Sutherland,Not indicated,https://www.nppd.com/ccr-rule-compliance,Midwest,Subbituminous,,,,,,,,,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Nebraska,Lon Wright,Fremont,Not indicated,https://www.fremontne.gov/770/CCR-Rule-Compliance-Data-and-Information,Midwest,Subbituminous,,,,,,,,,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Nebraska,Nebraska City,Nebraska City,Not indicated,https://www.oppd.com/environment/environmental-reports/ccr-rule-compliance/ccr-rule-compliance-nebraska-city/,Midwest,Subbituminous,,,,,,,,,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Nebraska,North Omaha,Omaha,Not indicated,https://www.oppd.com/environment/environmental-reports/ccr-rule-compliance/ccr-rule-compliance-north-omaha,Midwest,Subbituminous,,,,,,,,,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Nebraska,Platte,Grand Island,Not indicated,https://www.giud.com/o/giud/page/ccr-rule-compliance-data-and-information,Midwest,Subbituminous,,,,,,,,,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Nebraska,Sheldon,Hallam,Not indicated,https://www.nppd.com/ccr-rule-compliance#sheldon-station,Midwest,Subbituminous,,,,,,,,,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Nebraska,Whelan Energy Center,Hastings,Not indicated,https://www.cityofhastings.org/departments/utilities/policies/ccr-rule-compliance.html,Midwest,Subbituminous,,,,,,,,,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Nevada,North Valmy,Valmy,Not indicated,https://www.nvenergy.com/cleanenergy/ccr-rule-compliance-data,West,Subbituminous,,,,,,,,,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Nevada,Reid Gardner,Moapa,Not indicated,https://www.nvenergy.com/cleanenergy/ccr-rule-compliance-data,West,Subbituminous,,,,,,,,8.0,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
Nevada,TS Power Plant,Battle Mountain,Not indicated,https://www.barrick.com/English/operations/ccr-rule-compliance-data-and-information/default.aspx,West,Subbituminous,,,,,,,,,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
New Hampshire,Merrimack,Bow,Not indicated,https://graniteshorepower.com/merrimack-station-landfill-information,Northeast,,,,,,,,,,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
New Jersey,B L England,Beesley's Point,Not indicated,http://blenglandccr.com/,Northeast,,,,,,,,,,regional_prior,"Regional prior only (USGS COALQUAL regional pattern, per US_Coal_Ash_Pond_Inventory.xlsx Read Me). Real plant-level EIA-860 coal type from census_data_towns_and_power_plants_1.xlsx is used instead wherever available and always overrides this prior.",national_prior_94pct_unlined
